Month,Day,Hour,Day of Week,Volume,Occupancy
9.0,13.0,4.0,3.0,-1.3311570681875016,-0.8173621792920346
9.0,13.0,5.0,3.0,-1.062114657568608,-0.7496251462525014
9.0,13.0,6.0,3.0,-0.3567406451126629,-0.4448084975746022
9.0,13.0,7.0,3.0,1.0333118097516203,0.1478905415213129
9.0,13.0,8.0,3.0,1.202325631807079,0.4865757067189787
9.0,13.0,9.0,3.0,1.7214395138345593,0.6559182893178116
9.0,13.0,10.0,3.0,1.1298911366404538,0.21562757456084608
9.0,13.0,11.0,3.0,0.6487191330335865,-0.021452041077519992
9.0,13.0,12.0,3.0,0.6262989321486787,-0.021452041077519992
9.0,13.0,13.0,3.0,0.6452698713589853,-0.004517782817636703
9.0,13.0,14.0,3.0,0.4107200774861038,-0.13999184889670302
9.0,13.0,15.0,3.0,0.474531418466226,-0.10612333237693644
9.0,13.0,16.0,3.0,0.6331974554978811,-0.021452041077519992
9.0,13.0,17.0,3.0,0.9746743612833998,0.4865757067189787
9.0,13.0,18.0,3.0,0.6090526237756727,0.5204442232387453
9.0,13.0,19.0,3.0,0.7228782590375123,-0.021452041077519992
9.0,13.0,20.0,3.0,-0.09287212700567121,-0.37707146453506907
9.0,13.0,21.0,3.0,-0.6206091632196546,-0.5972168219135519
9.0,13.0,22.0,3.0,-0.8137678169973217,-0.6480195966932017
9.0,13.0,23.0,3.0,-1.1035057976638225,-0.7834936627722681
9.0,14.0,0.0,4.0,-1.2104329095764597,-0.8004279210321513
9.0,14.0,1.0,4.0,-1.2897659280922873,-0.8173621792920346
9.0,14.0,2.0,4.0,-1.3346063298621027,-0.8173621792920346
9.0,14.0,3.0,4.0,-1.3501280073978081,-0.8173621792920346
9.0,14.0,4.0,4.0,-1.3415048532113052,-0.8173621792920346
9.0,14.0,5.0,4.0,-1.0655639192432094,-0.7665594045123848
9.0,14.0,6.0,4.0,-0.4119288319062821,-0.46174275583448554
9.0,14.0,7.0,4.0,1.09022462738254,0.16482479978119619
9.0,14.0,8.0,4.0,0.7332260440613159,0.45270719019921213
9.0,14.0,9.0,4.0,2.7010298294213,0.5373784814986285
9.0,14.0,10.0,4.0,0.9660512070968968,0.08015350848177975
9.0,14.0,11.0,4.0,0.7039073198272057,-0.021452041077519992
9.0,14.0,12.0,4.0,0.6331974554978811,-0.055320557597286574
9.0,14.0,13.0,4.0,0.49867625018843437,-0.10612333237693644
9.0,14.0,14.0,4.0,0.5055747735376368,-0.07225481585716986
9.0,14.0,15.0,4.0,0.4383141708829134,-0.13999184889670302
9.0,14.0,16.0,4.0,0.6659654414065925,0.029350733702129875
9.0,14.0,17.0,4.0,0.7504723524343219,2.671095022243923
9.0,14.0,18.0,4.0,0.6366467171724823,2.2985413405264907
9.0,14.0,19.0,4.0,0.9660512070968968,0.1309562832614296
9.0,14.0,20.0,4.0,0.3658796757162882,-0.13999184889670302
9.0,14.0,21.0,4.0,-0.6499278874537648,-0.5802825636536686
9.0,14.0,22.0,4.0,-0.774101307739408,-0.6141510801734351
9.0,14.0,23.0,4.0,-1.0086511016122894,-0.6988223714728516
9.0,15.0,0.0,5.0,-1.1862880778542513,-0.8173621792920346
9.0,15.0,1.0,5.0,-1.2725196197192812,-0.8173621792920346
9.0,15.0,2.0,5.0,-1.3173600214890968,-0.8173621792920346
9.0,15.0,3.0,5.0,-1.324258544838299,-0.8173621792920346
9.0,15.0,4.0,5.0,-1.3311570681875016,-0.8173621792920346
